,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Freq,Platform_Freq,Genre_Freq,Publisher_Freq,Global_Sales_log,Global_Sales_reciprocal,Global_Sales_sqrt,Global_Sales_exp1,Global_Sales_yeojohnson,Global_Sales_boxcox
6380,3385,Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,THQ,0.29,0.23,0.0,0.08,0.59,3,2159,1248,715,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
4760,3386,Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59,6,411,884,921,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
721,3387,London 2012: The Official Video Game of the Olympic Games,X360,2012.0,Sports,Sega,0.07,0.46,0.0,0.07,0.59,2,1261,2343,639,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
720,3388,Beijing 2008,X360,2008.0,Sports,Sega,0.15,0.38,0.0,0.07,0.59,2,1261,2343,639,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
13281,3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005.0,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59,1,2159,678,73,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
6442,3390,Jeopardy!,Wii,2010.0,Misc,THQ,0.56,0.0,0.0,0.03,0.59,5,1324,1712,715,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
3094,3391,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.59,1,1193,2343,832,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
4978,3392,Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,3,954,3309,921,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1805,3393,CyberTiger,PS,1998.0,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,2,1193,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
11793,3394,Jampack Fall 2001,PS,2001.0,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,1,1193,1712,683,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
2253,3395,Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,3,556,1308,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
14777,3396,Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,0.59,1,2156,1486,233,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1078,3397,Iron Man,Wii,2008.0,Action,Sega,0.31,0.22,0.0,0.06,0.59,6,1324,3309,639,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
14687,3398,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59,3,1326,1308,233,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
11239,3399,NFL Blitz 2001,PS,2000.0,Sports,Midway Games,0.33,0.22,0.0,0.04,0.59,2,1193,2343,198,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1317,3400,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,1,954,678,639,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
3095,3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.59,1,1193,2343,832,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
14602,3402,Rock Band 2,PS2,2008.0,Misc,MTV Games,0.29,0.23,0.0,0.08,0.59,4,2159,1712,41,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1122,3403,Yakuza 5,PS3,2012.0,Action,Sega,0.0,0.0,0.59,0.0,0.59,1,1326,3309,639,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
8557,3404,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,Activision,0.21,0.24,0.0,0.14,0.59,6,1211,3309,975,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
13701,3405,BurgerTime,2600,1981.0,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,1,133,581,12,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
4919,3406,Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.07,0.59,1,1261,3309,921,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1652,3407,2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,3,2159,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1709,3408,MVP Baseball 2004,XB,2004.0,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,3,824,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
12748,3409,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,3,556,884,23,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
15758,3410,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,0.59,1,133,3309,5,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
2728,3411,Spelling Challenges and more!,DS,2007.0,Misc,505 Games,0.54,0.0,0.0,0.04,0.59,2,2156,1712,192,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
3994,3412,Go Diego Go! Great Dinosaur Rescue,Wii,2008.0,Action,Take-Two Interactive,0.53,0.02,0.0,0.04,0.59,2,1324,3309,413,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
8287,3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007.0,Action,Activision,0.52,0.03,0.0,0.04,0.59,5,1324,3309,975,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
12515,3414,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,1,319,1248,184,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
11232,3415,Ready 2 Rumble Boxing,N64,1999.0,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59,2,319,2343,198,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
2764,3416,Payday 2,X360,2013.0,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59,5,1261,1308,192,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
11015,3417,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,1,824,2343,189,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
6081,3418,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59,2,2159,1486,932,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
5594,3419,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59,2,1261,846,932,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1512,3420,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,2,1326,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
6054,3421,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59,2,1326,1486,932,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
3437,3422,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,3,2159,3309,832,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1399,3423,Madden NFL 06,X360,,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.59,7,1261,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1370,3424,Skate it,Wii,2008.0,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59,2,1324,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
13954,3425,Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0.0,0.05,0.59,1,1261,1712,232,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
12036,3426,Barbie: Race & Ride,PS,1999.0,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,1,1193,3309,683,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
4920,3427,Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.59,3,1261,3309,921,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
9082,3428,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,3,2159,884,381,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
14879,3429,Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59,1,1211,1486,233,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
6062,3430,Dark Souls II,PS4,2015.0,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59,5,336,1486,932,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
11493,3431,Ben 10: Alien Force,PSP,2008.0,Action,Koch Media,0.35,0.14,0.0,0.1,0.59,4,1211,3309,17,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
14690,3432,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,4,954,1308,233,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
2710,3433,Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.0,0.09,0.59,3,1326,2343,192,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
5181,3434,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,1,796,863,921,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
7049,3435,Backyard NBA Basketball,PS2,2003.0,Sports,Atari,0.29,0.22,0.0,0.07,0.59,2,2159,2343,363,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
1381,3436,FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59,7,2156,2343,1351,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
28,3437,Kirby's Dream Course,SNES,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,1,239,2343,703,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
8730,3438,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.22,0.0,0.1,0.59,3,1326,1308,71,-0.527632742082372,1.6949152542372883,0.7681145747868608,0.9486045450669235,0.2711329061894478,-0.5344173750690412
9285,3439,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58,1,2159,3309,381,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3995,3440,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,4,1324,3309,413,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
5074,3441,Petz Dogz 2,Wii,2007.0,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.58,3,1324,863,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
6796,3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.58,3,2159,3309,715,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
1003,3443,The Conduit,Wii,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,1,1324,1308,639,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
4692,3444,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58,6,143,1712,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3578,3445,Tokimeki Memorial: Forever with You,PS,1995.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58,2,1193,863,832,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
2640,3446,Diablo,PS,1997.0,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,2,1193,1486,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
7737,3447,Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,0.53,0.02,0.0,0.04,0.58,4,1324,2343,975,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
1543,3448,NHL 15,PS4,2014.0,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58,4,336,2343,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
15767,3449,Q*bert,2600,1982.0,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58,2,133,581,7,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
14836,3450,Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,2,2159,1486,233,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
2636,3451,The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,3,2159,1486,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
10404,3452,Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58,1,2156,863,86,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
2067,3453,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,4,1324,1712,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
12929,3454,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58,5,1324,884,164,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
2544,3455,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,1,954,863,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
11011,3456,Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58,1,213,2343,189,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
4701,3457,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58,6,1324,884,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3821,3458,WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58,4,213,2343,413,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
2186,3459,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,3,954,1308,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
1509,3460,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,4,1326,2343,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
4921,3461,Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,3,1261,3309,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
12799,3462,Sammy Sosa High Heat Baseball 2001,PS,2000.0,Sports,3DO,0.32,0.22,0.0,0.04,0.58,1,1193,2343,36,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
7592,3463,Frozen: Olaf's Quest,3DS,2013.0,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.58,2,507,884,218,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
7250,3464,Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,3,2159,3309,363,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
8150,3465,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010.0,Shooter,Activision,0.37,0.15,0.0,0.05,0.58,3,1261,1308,975,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
12786,3466,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.27,0.06,0.22,0.03,0.58,2,2156,863,17,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
1772,3467,FIFA: Road to  World Cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58,1,319,2343,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
1773,3468,World Cup 98,N64,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58,1,319,2343,1351,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3075,3469,International Superstar Soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,1,319,2343,832,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
4253,3470,NASCAR: Dirt to Daytona,PS2,,Racing,Unknown,0.28,0.22,0.0,0.07,0.58,2,2159,1248,203,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
13392,3471,Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,1,2159,1308,62,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
6115,3472,Digimon World 2,PS,2000.0,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,1,1193,1486,932,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
6116,3473,Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58,3,1193,1486,932,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
5013,3474,Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58,3,824,3309,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
12096,3475,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.58,1,2159,1486,683,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
13912,3476,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58,1,1193,884,7,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
8680,3477,Shrek 2: Beg for Mercy,GBA,2004.0,Adventure,Activision,0.42,0.15,0.0,0.01,0.58,1,796,1282,975,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
9208,3478,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007.0,Action,Capcom,0.25,0.0,0.31,0.02,0.58,1,2156,3309,381,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
5612,3479,JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,2,1326,846,932,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
5102,3480,Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.58,1,2156,863,921,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3304,3481,Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,1,2159,1308,832,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
6422,3482,Championship Motocross featuring Ricky Carmichael,PS,1998.0,Racing,THQ,0.32,0.22,0.0,0.04,0.58,1,1193,1248,715,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
6094,3483,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58,1,239,1486,932,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3761,3484,NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,4,1261,2343,413,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
3790,3485,WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.58,4,1326,2343,413,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
9398,3486,Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58,1,2156,1282,381,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
684,3487,Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58,1,239,678,703,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
14594,3488,Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.09,0.0,0.06,0.58,4,1326,1712,41,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
15403,3489,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58,2,1326,1486,105,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
10610,3490,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.58,3,1326,846,39,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
8551,3491,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58,1,1193,3309,975,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
7868,3492,Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.0,0.02,0.58,4,556,2343,975,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
11517,3493,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,3,1326,2343,683,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
5826,3494,Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,1,2159,3309,932,-0.5447271754416722,1.7241379310344829,0.7615773105863908,0.9469843445639475,0.26919802086377465,-0.551960552093726
